date,interval_start_utc,interval_end_utc,net_load,renewables,renewables_to_load_ratio,load.load,load_forecast.load_forecast,fuel_mix.solar,fuel_mix.wind,fuel_mix.geothermal,fuel_mix.biomass,fuel_mix.biogas,fuel_mix.small_hydro,fuel_mix.coal,fuel_mix.nuclear,fuel_mix.natural_gas,fuel_mix.large_hydro,fuel_mix.batteries,fuel_mix.imports,fuel_mix.other,storage.supply,storage.stand_alone_batteries,storage.hybrid_batteries,battery_discharge_to_load_ratio,battery_charge_to_load_ratio,carbon_intensity,carbon_emissions_mTCO2_per_hour
2024-09-30,2024-09-30 07:00:00+00:00,2024-09-30 08:00:00+00:00,21180.416666666668,5124.916666666666,0.2258711190042999,22693.666666666668,22652.05145833,112.08333333333331,1401.1666666666665,751.6666666666667,271.16666666666663,168.83333333333331,283.25,0.0,2225.833333333333,12261.666666666668,2136.75,0.0,6566.166666666666,0.0,0.0,0.0,0.4166666666666666,0.0,0.01931763,2.91,6163.50125
2024-09-30,2024-09-30 08:00:00+00:00,2024-09-30 09:00:00+00:00,20254.75,5110.416666666666,0.2333661555632278,21898.666666666668,21751.07458333,113.08333333333331,1530.8333333333333,752.5,283.91666666666663,169.16666666666666,284.41666666666663,0.0,2225.833333333333,11311.083333333332,1976.5,0.0,6984.916666666666,0.0,0.0,0.0,0.0,0.0,0.03739108,3.15,6380.24625
2024-09-30,2024-09-30 09:00:00+00:00,2024-09-30 10:00:00+00:00,19333.333333333332,5280.666666666666,0.2511290374095851,21030.75,21005.624375,112.16666666666666,1585.25,744.5,285.25,169.58333333333331,285.25,0.0,2223.0,10848.0,2098.6666666666665,0.0,6763.25,0.0,0.0,0.0,0.0,0.0,0.06028527,3.25,6283.333333
2024-09-30,2024-09-30 10:00:00+00:00,2024-09-30 11:00:00+00:00,18677.583333333332,5325.916666666666,0.2590953504001516,20556.333333333332,20675.164375,112.0,1766.75,721.8333333333333,285.8333333333333,169.58333333333331,285.66666666666663,0.0,2222.333333333333,10164.916666666666,1984.25,0.0,6988.333333333334,0.0,0.0,0.0,0.0,0.0,0.06703011,3.36,6275.668
2024-09-30,2024-09-30 11:00:00+00:00,2024-09-30 12:00:00+00:00,18749.583333333332,5552.916666666666,0.2664804158361404,20837.5,21018.81416667,111.5,1976.4166666666663,723.0,290.41666666666663,169.91666666666666,286.75,0.0,2221.5,9691.666666666668,1994.9166666666663,0.0,6690.416666666666,0.0,0.0,0.0,0.0,0.0,0.03818462,3.55,6656.102083
2024-09-30,2024-09-30 12:00:00+00:00,2024-09-30 13:00:00+00:00,19660.083333333332,5702.666666666666,0.2608548286673045,21866.0,22118.25895833,110.0,2095.9166666666665,724.3333333333333,293.0,169.5,285.66666666666663,0.0,2221.9166666666665,9964.083333333332,2024.25,0.0,6366.25,0.0,831.25,728.8333333333333,109.75,0.0,0.00459534,3.58,7038.309833
2024-09-30,2024-09-30 13:00:00+00:00,2024-09-30 14:00:00+00:00,21549.083333333332,5662.583333333334,0.2403591695267727,23572.166666666668,23821.925625,137.25,1885.8333333333333,737.9166666666667,294.3333333333333,169.83333333333331,286.66666666666663,0.0,2221.333333333333,11720.333333333332,2150.75,551.25,5828.416666666666,0.0,1943.6666666666663,1811.4166666666663,138.33333333333331,0.02304004,0.0,3.36,7240.492
2024-09-30,2024-09-30 14:00:00+00:00,2024-09-30 15:00:00+00:00,19737.75,8319.583333333332,0.3357911051578889,24752.0,25035.35270833,3254.5,1759.75,730.75,291.75,168.83333333333331,290.25,0.0,2222.083333333333,11960.333333333332,1823.75,0.0,5083.0,0.0,383.41666666666663,408.16666666666663,0.0,0.0,0.01584226,3.47,6848.99925
2024-09-30,2024-09-30 15:00:00+00:00,2024-09-30 16:00:00+00:00,11084.166666666668,16634.5,0.6702102903073637,24830.833333333332,24994.36270833,12185.666666666668,1561.0,722.0833333333333,290.5,168.91666666666666,249.75,0.0,2222.1666666666665,8591.583333333332,1456.5833333333333,0.0,3597.1666666666665,0.0,0.0,0.0,0.0,0.0,0.13217429,4.74,5253.895
2024-09-30,2024-09-30 16:00:00+00:00,2024-09-30 17:00:00+00:00,6603.75,20213.833333333332,0.8419661123332997,24015.25,24523.70666667,16233.5,1178.0,720.0833333333334,284.66666666666663,166.58333333333331,239.25,0.0,2223.75,8001.416666666667,1391.75,0.0,2458.0,0.0,0.0,0.0,0.0,0.0,0.2133729,5.32,3513.195
2024-09-30,2024-09-30 17:00:00+00:00,2024-09-30 18:00:00+00:00,5568.25,20541.25,0.8780658532063162,23394.416666666668,24011.34458333,16896.416666666668,929.75,714.0,287.75,165.08333333333331,239.16666666666663,0.0,2224.1666666666665,8142.0,1309.0833333333333,0.0,1666.75,0.0,0.0,0.0,0.0,0.0,0.22571139,5.72,3185.039
2024-09-30,2024-09-30 18:00:00+00:00,2024-09-30 19:00:00+00:00,5237.833333333334,20654.75,0.8881360051943505,23258.5,24019.880625,17152.5,868.1666666666667,710.3333333333334,290.41666666666663,164.25,238.08333333333331,0.0,2223.75,8304.333333333332,1231.0,0.0,642.6666666666666,0.0,0.0,0.0,0.0,0.0,0.1949758,6.28,3289.359333
2024-09-30,2024-09-30 19:00:00+00:00,2024-09-30 20:00:00+00:00,6551.583333333334,19862.416666666668,0.8321471648383433,23873.333333333332,24925.74583333,16567.416666666668,754.3333333333333,711.5,291.3333333333333,160.66666666666666,237.75,0.0,2224.583333333333,8550.083333333332,1139.4166666666665,0.0,750.9166666666667,0.0,0.0,0.0,0.0,0.0,0.14021563,6.15,4029.22375
2024-09-30,2024-09-30 20:00:00+00:00,2024-09-30 21:00:00+00:00,7982.75,20210.75,0.7913799498061324,25553.5,26580.29958333,16911.333333333332,659.4166666666666,709.5833333333334,291.75,148.5,238.33333333333331,0.0,2224.5,9264.25,1251.8333333333333,0.0,627.9166666666666,0.0,0.0,0.0,0.0,0.0,0.08185236,5.79,4622.01225
2024-09-30,2024-09-30 21:00:00+00:00,2024-09-30 22:00:00+00:00,10685.5,20102.416666666668,0.7215735408064765,27881.75,28837.47958333,16654.25,542.0,705.4166666666666,299.0,151.33333333333331,245.75,0.0,2224.333333333333,10350.083333333332,1504.6666666666665,0.0,832.4166666666667,0.0,0.0,0.0,0.0,0.0,0.02058033,5.23,5588.5165
2024-09-30,2024-09-30 22:00:00+00:00,2024-09-30 23:00:00+00:00,14170.75,19616.0,0.63898038742915,30724.25,31379.62479167,16149.666666666668,403.83333333333337,698.3333333333334,297.91666666666663,152.0,252.83333333333331,0.0,2221.75,12095.166666666668,1661.4166666666665,388.75,1475.0833333333333,0.0,0.0,0.0,0.0,0.0124645,0.0,4.37,6192.61775
2024-09-30,2024-09-30 23:00:00+00:00,2024-10-01 00:00:00+00:00,18430.083333333332,18600.166666666668,0.5624265677430242,33116.33333333333,33678.84208333,14288.583333333332,397.66666666666663,684.6666666666666,297.75,157.75,237.58333333333331,0.0,2222.1666666666665,14183.083333333332,2536.1666666666665,825.3333333333333,2138.083333333333,0.0,337.5,281.91666666666663,71.08333333333334,0.02448301,0.0,3.55,6542.679583
2024-10-01,2024-10-01 00:00:00+00:00,2024-10-01 01:00:00+00:00,27255.666666666668,11959.0,0.3441763227370454,34837.58333333333,35207.85520833,7188.5,393.41666666666663,732.4166666666667,276.5833333333333,161.75,271.41666666666663,0.0,2221.9166666666665,17242.916666666668,2934.9166666666665,4692.5,2716.6666666666665,0.0,3993.5,3757.9166666666665,272.75,0.13423397,0.0,2.73,7440.797
2024-10-01,2024-10-01 01:00:00+00:00,2024-10-01 02:00:00+00:00,33769.75,5735.0,0.1642002086347918,34910.41666666667,35360.85520833,586.0,554.6666666666666,729.25,277.3333333333333,163.08333333333331,282.75,0.0,2224.0,18745.75,3141.9166666666665,6561.5,5074.083333333334,0.0,6974.25,6665.583333333334,309.16666666666663,0.18792202,0.0,2.33,7868.35175
2024-10-01,2024-10-01 02:00:00+00:00,2024-10-01 03:00:00+00:00,33228.75,5425.333333333334,0.159759420262187,33969.16666666667,34359.10916667,0.0,745.4166666666667,747.5833333333333,297.0,165.75,284.0,0.0,2224.1666666666665,18181.583333333332,3190.583333333333,5547.583333333334,5453.583333333334,0.0,6187.666666666666,5770.916666666666,404.41666666666663,0.16309359,0.0,2.5,8307.1875
2024-10-01,2024-10-01 03:00:00+00:00,2024-10-01 04:00:00+00:00,31637.916666666668,5511.0,0.169976679233723,32425.0,32860.52395833,5.333333333333334,781.75,721.5833333333333,297.91666666666663,164.91666666666666,285.16666666666663,0.0,2224.25,16988.416666666668,3254.333333333333,4393.833333333334,5775.083333333334,0.0,4318.5,3993.0,310.75,0.13533031,0.0,2.59,8194.220417
2024-10-01,2024-10-01 04:00:00+00:00,2024-10-01 05:00:00+00:00,30263.416666666668,5059.416666666666,0.1634890014217179,30951.25,31151.04416667,2.583333333333333,685.25,704.3333333333334,297.25,162.5,286.25,0.0,2224.083333333333,15770.75,2921.25,3270.25,6773.5,0.0,3133.5,2859.9166666666665,267.5833333333333,0.10526288,0.0,2.64,7989.542
2024-10-01,2024-10-01 05:00:00+00:00,2024-10-01 06:00:00+00:00,27853.5,4808.0,0.1682744172375668,28579.833333333332,28848.94833333,0.0,781.25,666.4166666666666,293.5,161.5,287.91666666666663,0.0,2223.583333333333,14530.416666666668,2672.333333333333,1110.8333333333333,7783.083333333333,0.0,2141.4166666666665,2024.75,104.16666666666666,0.03842367,0.0,2.65,7381.1775
2024-10-01,2024-10-01 06:00:00+00:00,2024-10-01 07:00:00+00:00,25515.916666666668,4752.083333333334,0.1808885557927175,26298.083333333332,26744.91,0.0,824.0833333333333,665.9166666666666,279.41666666666663,172.0,280.5833333333333,0.0,2227.1666666666665,13349.916666666668,2572.0,0.0,7752.0,0.0,288.5833333333333,256.66666666666663,18.916666666666664,0.0,0.01273043,2.66,6787.233833
2024-10-01,2024-10-01 07:00:00+00:00,2024-10-01 08:00:00+00:00,23416.666666666668,5124.916666666666,0.2056140933100252,24929.916666666668,25599.94875,112.08333333333331,1401.1666666666665,751.6666666666667,271.16666666666663,168.83333333333331,283.25,0.0,2225.833333333333,12261.666666666668,2136.75,0.0,6566.166666666666,0.0,0.0,0.0,21.833333333333332,0.0,0.0176401,2.91,6814.25
2024-10-01,2024-10-01 08:00:00+00:00,2024-10-01 09:00:00+00:00,22170.75,5110.416666666666,0.2145993588985484,23814.666666666668,24610.90854167,113.08333333333331,1530.8333333333333,752.5,283.91666666666663,169.16666666666666,284.41666666666663,0.0,2225.833333333333,11311.083333333332,1976.5,0.0,6984.916666666666,0.0,0.0,0.0,2.25,0.0,0.03450555,3.15,6983.78625
2024-10-01,2024-10-01 09:00:00+00:00,2024-10-01 10:00:00+00:00,21048.916666666668,5280.666666666666,0.2321918107414323,22746.333333333332,23547.67375,112.16666666666666,1585.25,744.5,285.25,169.58333333333331,285.25,0.0,2223.0,10848.0,2098.6666666666665,0.0,6763.25,0.0,0.0,0.0,2.0,0.0,0.0560029,3.25,6840.897917
2024-10-01,2024-10-01 10:00:00+00:00,2024-10-01 11:00:00+00:00,20216.583333333332,5325.916666666666,0.2410503402879469,22095.333333333332,22971.69395833,112.0,1766.75,721.8333333333333,285.8333333333333,169.58333333333331,285.66666666666663,0.0,2222.333333333333,10164.916666666666,1984.25,0.0,6988.333333333334,0.0,0.0,0.0,2.0,0.0,0.06265066,3.36,6792.772
2024-10-01,2024-10-01 11:00:00+00:00,2024-10-01 12:00:00+00:00,20152.666666666668,5552.833333333334,0.2496620513723432,22240.583333333332,23038.41291667,111.5,1976.4166666666663,722.9166666666667,290.41666666666663,169.91666666666666,286.75,0.0,2221.5,9691.666666666668,1994.9166666666663,0.0,6690.416666666666,0.0,0.0,0.0,2.0,0.0,0.03584986,3.55,7154.196667
